Neighbourhood Name,Latitude,Longitude,Violation_Type,Reported_Month,Reported_Year,QRT,Preschool,Kindergarten,Gr7_Gr9,Gr10_Gr12,Post_Secondary,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,actual values,predicted
KENNEDALE INDUSTRIAL,53.590871,-113.423376,Assault,January,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.256
SPRUCE AVENUE,53.564635,-113.499502,Assault,August,2016,Q3,30.0,29.0,14.0,19.0,54.0,21.0,65.0,288.0,62.0,105.0,22.0,1173.0,92.0,98.0,62.0,21.0,14.0,14.0,5.0,2.0,449.0,5,5.78
MCCONACHIE AREA,53.636453,-113.431313,Assault,March,2016,Q1,424.0,291.0,98.0,83.0,56.0,142.0,112.0,1370.0,104.0,113.0,4.0,2144.0,53.0,180.0,325.0,243.0,148.0,145.0,39.0,19.0,766.0,2,1.458
DECHENE,53.490436,-113.635953,Robbery,July,2016,Q3,46.0,75.0,54.0,42.0,74.0,42.0,92.0,498.0,18.0,262.0,12.0,417.0,7.0,44.0,76.0,47.0,36.0,33.0,23.0,14.0,312.0,1,1.052
LARKSPUR,53.48021,-113.38124,Assault,July,2016,Q3,244.0,394.0,166.0,181.0,219.0,179.0,277.0,1981.0,242.0,397.0,48.0,786.0,80.0,253.0,339.0,186.0,94.0,105.0,40.0,30.0,594.0,2,1.872
BEVERLY HEIGHTS,53.564122,-113.402652,Robbery,December,2016,Q4,101.0,138.0,53.0,43.0,52.0,89.0,150.0,883.0,215.0,722.0,116.0,622.0,265.0,329.0,130.0,43.0,17.0,18.0,5.0,3.0,822.0,1,1.13
BONNIE DOON,53.525337,-113.467111,Assault,November,2016,Q4,149.0,174.0,67.0,66.0,187.0,63.0,230.0,1313.0,152.0,497.0,39.0,1602.0,256.0,228.0,225.0,115.0,74.0,79.0,40.0,59.0,1056.0,3,3.62
BELLE RIVE,53.6223,-113.473596,Assault,January,2016,Q1,94.0,207.0,118.0,142.0,172.0,94.0,195.0,1179.0,100.0,355.0,24.0,1054.0,62.0,174.0,203.0,87.0,51.0,62.0,20.0,16.0,487.0,2,1.202
CROMDALE,53.559061,-113.469043,Assault,January,2016,Q1,131.0,72.0,26.0,13.0,71.0,37.0,82.0,614.0,169.0,176.0,40.0,628.0,168.0,133.0,74.0,21.0,11.0,9.0,11.0,8.0,666.0,6,3.434
CROMDALE,53.559061,-113.469043,Assault,September,2016,Q3,131.0,72.0,26.0,13.0,71.0,37.0,82.0,614.0,169.0,176.0,40.0,628.0,168.0,133.0,74.0,21.0,11.0,9.0,11.0,8.0,666.0,2,3.68
QUEEN ALEXANDRA,53.51222,-113.504812,Assault,September,2016,Q3,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,3,4.496
STRATHCONA JUNCTION,53.5082,-113.49469,Assault,July,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.07
WESTRIDGE,53.505622,-113.601372,Assault,October,2016,Q4,41.0,94.0,47.0,31.0,59.0,39.0,105.0,372.0,15.0,233.0,6.0,313.0,6.0,10.0,40.0,35.0,23.0,33.0,30.0,42.0,266.0,1,1.088
GRIESBACH,53.606808,-113.504229,Assault,February,2016,Q1,335.0,334.0,87.0,56.0,68.0,91.0,143.0,1059.0,101.0,218.0,29.0,2193.0,39.0,116.0,167.0,72.0,66.0,77.0,48.0,24.0,1145.0,1,1.524
LA PERLE,53.533088,-113.640709,Assault,April,2016,Q2,210.0,288.0,132.0,113.0,129.0,149.0,272.0,1321.0,172.0,454.0,63.0,1544.0,229.0,293.0,282.0,129.0,76.0,64.0,23.0,12.0,845.0,4,1.724
MEYONOHK,53.455342,-113.457243,Robbery,August,2016,Q3,94.0,151.0,59.0,53.0,53.0,73.0,126.0,659.0,77.0,239.0,30.0,1246.0,47.0,138.0,156.0,62.0,23.0,28.0,8.0,0.0,650.0,1,1.286
GLENORA,53.544905,-113.557043,Assault,June,2016,Q2,101.0,214.0,137.0,81.0,117.0,85.0,207.0,999.0,49.0,442.0,17.0,1064.0,51.0,85.0,124.0,64.0,55.0,75.0,45.0,108.0,838.0,2,1.434
ORMSBY PLACE,53.499106,-113.642761,Sexual Assaults,July,2016,Q3,176.0,280.0,125.0,119.0,179.0,90.0,326.0,1433.0,185.0,392.0,45.0,2014.0,107.0,216.0,246.0,117.0,96.0,97.0,41.0,34.0,946.0,1,1.24
BANNERMAN,53.60395,-113.378624,Assault,August,2016,Q3,181.0,265.0,108.0,101.0,55.0,66.0,242.0,1072.0,217.0,293.0,70.0,359.0,172.0,239.0,280.0,111.0,43.0,41.0,9.0,7.0,255.0,1,2.502
DAVIES INDUSTRIAL WEST,53.498436,-113.45036,Assault,June,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.408
PLACE LARUE,53.539008,-113.633323,Assault,April,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.002
KAMEYOSEK,53.461919,-113.442068,Robbery,January,2016,Q1,108.0,174.0,87.0,55.0,43.0,55.0,140.0,593.0,146.0,397.0,25.0,580.0,237.0,233.0,123.0,39.0,16.0,17.0,3.0,3.0,435.0,1,1.332
QUEEN ALEXANDRA,53.51222,-113.504812,Assault,April,2016,Q2,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,5,4.026
BELMONT,53.593124,-113.394379,Sexual Assaults,November,2016,Q4,268.0,397.0,137.0,116.0,79.0,143.0,237.0,1455.0,292.0,475.0,58.0,1565.0,132.0,263.0,231.0,125.0,68.0,51.0,7.0,11.0,1070.0,1,1.084
KILDARE,53.603293,-113.45515,Robbery,March,2016,Q1,89.0,115.0,71.0,44.0,49.0,52.0,98.0,602.0,118.0,506.0,28.0,930.0,138.0,248.0,161.0,40.0,21.0,15.0,3.0,3.0,537.0,1,1.424
OTTEWELL,53.531285,-113.430746,Assault,September,2016,Q3,194.0,231.0,112.0,136.0,151.0,114.0,319.0,1613.0,167.0,943.0,48.0,1701.0,200.0,314.0,361.0,181.0,135.0,132.0,45.0,33.0,1088.0,3,2.152
MILL WOODS TOWN CENTRE,53.456458,-113.42748,Robbery,April,2016,Q2,40.0,35.0,12.0,7.0,10.0,23.0,59.0,279.0,54.0,345.0,22.0,294.0,180.0,185.0,65.0,17.0,8.0,0.0,0.0,2.0,138.0,1,2.554
BERGMAN,53.579564,-113.409667,Assault,October,2016,Q4,39.0,74.0,41.0,45.0,33.0,52.0,74.0,474.0,55.0,188.0,19.0,459.0,39.0,86.0,69.0,39.0,26.0,22.0,11.0,7.0,265.0,1,1.204
DELTON,53.579046,-113.482449,Assault,May,2016,Q2,66.0,84.0,43.0,38.0,38.0,55.0,121.0,646.0,114.0,190.0,35.0,558.0,145.0,155.0,149.0,42.0,26.0,23.0,6.0,3.0,298.0,2,1.36
LARKSPUR,53.48021,-113.38124,Assault,September,2016,Q3,244.0,394.0,166.0,181.0,219.0,179.0,277.0,1981.0,242.0,397.0,48.0,786.0,80.0,253.0,339.0,186.0,94.0,105.0,40.0,30.0,594.0,1,1.876
DOWNTOWN,53.539767,-113.499421,Sexual Assaults,October,2016,Q4,105.0,52.0,17.0,18.0,883.0,80.0,369.0,3736.0,346.0,1066.0,118.0,5978.0,972.0,994.0,1093.0,425.0,199.0,198.0,68.0,81.0,4660.0,5,9.372
HIGH PARK,53.554986,-113.584199,Assault,July,2016,Q3,17.0,18.0,22.0,17.0,14.0,21.0,38.0,223.0,41.0,155.0,14.0,758.0,42.0,61.0,50.0,34.0,13.0,7.0,3.0,3.0,450.0,4,2.278
WILD ROSE,53.470564,-113.381167,Assault,July,2016,Q3,293.0,552.0,309.0,260.0,275.0,220.0,422.0,2415.0,288.0,509.0,50.0,3020.0,32.0,198.0,273.0,125.0,100.0,96.0,34.0,18.0,1564.0,2,1.75
OVERLANDERS,53.581011,-113.388176,Assault,August,2016,Q3,156.0,188.0,57.0,39.0,35.0,56.0,115.0,834.0,188.0,183.0,38.0,1048.0,129.0,207.0,192.0,60.0,38.0,20.0,3.0,7.0,571.0,1,1.85
OZERNA,53.622275,-113.449024,Sexual Assaults,June,2016,Q2,100.0,190.0,118.0,85.0,114.0,87.0,222.0,1056.0,121.0,332.0,37.0,1928.0,59.0,129.0,166.0,78.0,67.0,65.0,23.0,21.0,747.0,1,1.112
GREENVIEW,53.475394,-113.42781,Assault,August,2016,Q3,103.0,165.0,98.0,81.0,86.0,84.0,150.0,805.0,91.0,285.0,29.0,666.0,74.0,147.0,159.0,89.0,43.0,50.0,20.0,16.0,357.0,4,1.444
SUMMERLEA,53.525627,-113.622633,Robbery,November,2016,Q4,51.0,73.0,36.0,48.0,52.0,38.0,97.0,592.0,82.0,314.0,33.0,615.0,94.0,194.0,157.0,42.0,36.0,23.0,12.0,4.0,354.0,2,1.632
WEIR INDUSTRIAL,53.511765,-113.406107,Assault,September,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.582
SAKAW,53.44198,-113.428828,Assault,January,2016,Q1,165.0,297.0,149.0,133.0,97.0,118.0,232.0,1446.0,202.0,462.0,45.0,638.0,317.0,244.0,242.0,81.0,38.0,44.0,15.0,3.0,397.0,2,1.462
BARANOW,53.605734,-113.536103,Robbery,September,2016,Q3,63.0,41.0,16.0,4.0,23.0,30.0,42.0,309.0,42.0,210.0,17.0,980.0,144.0,143.0,94.0,18.0,11.0,5.0,2.0,3.0,555.0,2,1.326
EDMONTON ENERGY AND TECHNOLOGY PARK,53.678232,-113.38006,Assault,May,2016,Q2,1.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,3.0,4.0,1.0,289.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,23.0,6,3.516
BEAUMARIS,53.618422,-113.505007,Sexual Assaults,December,2016,Q4,131.0,155.0,72.0,65.0,113.0,93.0,177.0,1010.0,121.0,967.0,49.0,1445.0,114.0,209.0,182.0,72.0,48.0,47.0,20.0,14.0,1253.0,1,1.196
BARANOW,53.605734,-113.536103,Sexual Assaults,March,2016,Q1,63.0,41.0,16.0,4.0,23.0,30.0,42.0,309.0,42.0,210.0,17.0,980.0,144.0,143.0,94.0,18.0,11.0,5.0,2.0,3.0,555.0,1,1.586
ABBOTTSFIELD,53.574143,-113.388758,Assault,September,2016,Q3,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,7,2.33
BELMONT,53.593124,-113.394379,Assault,December,2016,Q4,268.0,397.0,137.0,116.0,79.0,143.0,237.0,1455.0,292.0,475.0,58.0,1565.0,132.0,263.0,231.0,125.0,68.0,51.0,7.0,11.0,1070.0,4,1.464
SILVER BERRY,53.461159,-113.381406,Sexual Assaults,August,2016,Q3,300.0,464.0,165.0,126.0,117.0,167.0,226.0,1631.0,207.0,186.0,30.0,5382.0,40.0,163.0,277.0,202.0,92.0,61.0,19.0,13.0,1646.0,1,1.628
SECORD,53.533862,-113.701352,Sexual Assaults,May,2016,Q2,238.0,204.0,62.0,42.0,31.0,271.0,103.0,1249.0,77.0,44.0,2.0,848.0,9.0,357.0,128.0,96.0,59.0,90.0,24.0,11.0,356.0,1,1.122
TAMARACK,53.464811,-113.359165,Assault,September,2016,Q3,352.0,380.0,125.0,90.0,87.0,134.0,154.0,1325.0,135.0,101.0,8.0,1686.0,103.0,242.0,293.0,129.0,64.0,69.0,28.0,12.0,498.0,1,2.582
ALBERTA AVENUE,53.568485,-113.485119,Robbery,January,2016,Q1,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,3,3.972
WEST MEADOWLARK PARK,53.525605,-113.609059,Assault,June,2016,Q2,102.0,100.0,60.0,35.0,47.0,30.0,134.0,623.0,97.0,250.0,27.0,1769.0,60.0,116.0,99.0,44.0,25.0,13.0,3.0,0.0,1110.0,3,2.876
BOYLE STREET,53.547631,-113.479263,Sexual Assaults,October,2016,Q4,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,3,2.076
PATRICIA HEIGHTS,53.507564,-113.592293,Robbery,October,2016,Q4,96.0,137.0,45.0,34.0,67.0,41.0,83.0,531.0,52.0,162.0,8.0,469.0,15.0,47.0,65.0,34.0,23.0,36.0,17.0,19.0,411.0,1,1.24
CENTRAL MCDOUGALL,53.553332,-113.501068,Assault,May,2016,Q2,155.0,121.0,30.0,27.0,145.0,89.0,279.0,1249.0,325.0,238.0,160.0,2093.0,610.0,435.0,172.0,32.0,17.0,7.0,2.0,4.0,1714.0,18,15.172
HAIRSINE,53.603838,-113.390923,Sexual Assaults,February,2016,Q1,117.0,151.0,62.0,86.0,49.0,61.0,146.0,815.0,137.0,194.0,34.0,582.0,109.0,197.0,141.0,57.0,30.0,22.0,5.0,1.0,406.0,1,1.168
SHERWOOD,53.529102,-113.584145,Robbery,April,2016,Q2,53.0,52.0,14.0,22.0,21.0,9.0,54.0,316.0,51.0,124.0,12.0,610.0,42.0,96.0,90.0,41.0,32.0,22.0,3.0,1.0,310.0,1,1.296
LEGER,53.457691,-113.577422,Assault,November,2016,Q4,55.0,173.0,109.0,82.0,95.0,54.0,116.0,631.0,59.0,190.0,8.0,890.0,14.0,43.0,73.0,52.0,29.0,49.0,33.0,24.0,471.0,1,1.436
RURAL NORTH EAST HORSE HILL,53.678364,-113.312513,Assault,May,2016,Q2,8.0,9.0,1.0,2.0,2.0,3.0,4.0,21.0,1.0,14.0,3.0,527.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,123.0,2,1.712
QUEEN ALEXANDRA,53.51222,-113.504812,Sexual Assaults,July,2016,Q3,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,1,2.156
GLENGARRY,53.595855,-113.479612,Robbery,December,2016,Q4,98.0,105.0,62.0,38.0,53.0,76.0,106.0,676.0,118.0,546.0,52.0,1079.0,200.0,149.0,128.0,59.0,21.0,26.0,6.0,2.0,650.0,2,1.604
CENTRAL MCDOUGALL,53.553332,-113.501068,Sexual Assaults,September,2016,Q3,155.0,121.0,30.0,27.0,145.0,89.0,279.0,1249.0,325.0,238.0,160.0,2093.0,610.0,435.0,172.0,32.0,17.0,7.0,2.0,4.0,1714.0,1,5.088
OVERLANDERS,53.581011,-113.388176,Assault,June,2016,Q2,156.0,188.0,57.0,39.0,35.0,56.0,115.0,834.0,188.0,183.0,38.0,1048.0,129.0,207.0,192.0,60.0,38.0,20.0,3.0,7.0,571.0,1,1.822
CENTRAL MCDOUGALL,53.553332,-113.501068,Robbery,December,2016,Q4,155.0,121.0,30.0,27.0,145.0,89.0,279.0,1249.0,325.0,238.0,160.0,2093.0,610.0,435.0,172.0,32.0,17.0,7.0,2.0,4.0,1714.0,3,6.366
IDYLWYLDE,53.52163,-113.449114,Assault,July,2016,Q3,57.0,58.0,18.0,26.0,45.0,24.0,106.0,594.0,70.0,373.0,38.0,413.0,151.0,147.0,129.0,54.0,21.0,19.0,14.0,8.0,391.0,1,1.29
BEAUMARIS,53.618422,-113.505007,Sexual Assaults,February,2016,Q1,131.0,155.0,72.0,65.0,113.0,93.0,177.0,1010.0,121.0,967.0,49.0,1445.0,114.0,209.0,182.0,72.0,48.0,47.0,20.0,14.0,1253.0,1,1.05
GOODRIDGE CORNERS,53.642395,-113.558741,Assault,August,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12,10.806
MINCHAU,53.469829,-113.412766,Assault,July,2016,Q3,57.0,106.0,53.0,37.0,35.0,38.0,86.0,484.0,60.0,170.0,15.0,1990.0,19.0,59.0,79.0,42.0,27.0,21.0,4.0,3.0,823.0,1,1.658
RIO TERRACE,53.507314,-113.584549,Assault,August,2016,Q3,43.0,95.0,41.0,30.0,62.0,37.0,59.0,401.0,22.0,232.0,3.0,261.0,11.0,44.0,48.0,32.0,22.0,47.0,19.0,22.0,251.0,1,1.124
LA PERLE,53.533088,-113.640709,Assault,September,2016,Q3,210.0,288.0,132.0,113.0,129.0,149.0,272.0,1321.0,172.0,454.0,63.0,1544.0,229.0,293.0,282.0,129.0,76.0,64.0,23.0,12.0,845.0,3,1.65
BEVERLY HEIGHTS,53.564122,-113.402652,Assault,July,2016,Q3,101.0,138.0,53.0,43.0,52.0,89.0,150.0,883.0,215.0,722.0,116.0,622.0,265.0,329.0,130.0,43.0,17.0,18.0,5.0,3.0,822.0,2,2.164
YORK,53.602843,-113.430212,Sexual Assaults,July,2016,Q3,180.0,237.0,122.0,113.0,98.0,106.0,187.0,1248.0,207.0,497.0,63.0,843.0,148.0,297.0,271.0,103.0,65.0,42.0,14.0,5.0,510.0,1,1.236
BELVEDERE,53.591057,-113.436063,Robbery,March,2016,Q1,189.0,227.0,98.0,93.0,99.0,115.0,209.0,1112.0,219.0,508.0,103.0,2197.0,343.0,326.0,239.0,74.0,38.0,20.0,10.0,6.0,1319.0,3,2.728
INGLEWOOD,53.564606,-113.540852,Assault,March,2016,Q1,190.0,237.0,70.0,47.0,129.0,58.0,366.0,2108.0,329.0,642.0,157.0,1589.0,521.0,536.0,305.0,178.0,188.0,180.0,97.0,98.0,1362.0,8,5.204
DUGGAN,53.47151,-113.506058,Robbery,August,2016,Q3,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,1,1.154
DALY GROVE,53.449537,-113.400727,Assault,April,2016,Q2,131.0,236.0,100.0,91.0,103.0,108.0,176.0,1092.0,159.0,246.0,43.0,951.0,76.0,169.0,189.0,99.0,51.0,35.0,10.0,5.0,541.0,1,1.83
HIGH PARK,53.554986,-113.584199,Robbery,September,2016,Q3,17.0,18.0,22.0,17.0,14.0,21.0,38.0,223.0,41.0,155.0,14.0,758.0,42.0,61.0,50.0,34.0,13.0,7.0,3.0,3.0,450.0,1,1.704
DUGGAN,53.47151,-113.506058,Robbery,June,2016,Q2,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,1,1.084
TWEDDLE PLACE,53.47837,-113.45916,Sexual Assaults,April,2016,Q2,116.0,212.0,66.0,52.0,62.0,52.0,108.0,472.0,82.0,252.0,18.0,1792.0,43.0,98.0,93.0,40.0,29.0,24.0,4.0,1.0,773.0,1,1.016
MILLER,53.611544,-113.411106,Assault,December,2016,Q4,166.0,212.0,72.0,74.0,96.0,93.0,102.0,916.0,110.0,282.0,18.0,1025.0,53.0,262.0,192.0,51.0,48.0,22.0,10.0,4.0,475.0,5,1.646
CHARLESWORTH,53.428544,-113.41813,Assault,November,2016,Q4,376.0,401.0,109.0,103.0,127.0,177.0,177.0,1693.0,197.0,122.0,13.0,1967.0,51.0,188.0,340.0,179.0,108.0,107.0,38.0,31.0,826.0,3,1.476
KIRKNESS,53.611416,-113.388399,Assault,June,2016,Q2,216.0,281.0,98.0,115.0,102.0,104.0,217.0,1378.0,218.0,277.0,66.0,915.0,94.0,179.0,186.0,78.0,46.0,44.0,15.0,4.0,835.0,1,1.95
ROSSLYN,53.595758,-113.504287,Sexual Assaults,April,2016,Q2,97.0,194.0,56.0,57.0,42.0,68.0,180.0,806.0,210.0,721.0,43.0,501.0,251.0,185.0,185.0,99.0,42.0,10.0,6.0,1.0,522.0,2,1.164
PLEASANTVIEW,53.493176,-113.507131,Assault,January,2016,Q1,149.0,135.0,65.0,56.0,128.0,65.0,216.0,1119.0,146.0,605.0,28.0,1190.0,348.0,332.0,261.0,83.0,46.0,45.0,21.0,21.0,821.0,1,1.998
ALBERTA AVENUE,53.568485,-113.485119,Assault,June,2016,Q2,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,7,9.988
ELLERSLIE,53.428545,-113.457731,Assault,March,2016,Q1,319.0,452.0,129.0,81.0,123.0,154.0,213.0,1707.0,194.0,166.0,17.0,1985.0,41.0,148.0,290.0,138.0,71.0,56.0,19.0,7.0,1213.0,1,1.328
JACKSON HEIGHTS,53.48166,-113.410848,Robbery,May,2016,Q2,84.0,195.0,106.0,76.0,109.0,70.0,188.0,867.0,107.0,374.0,24.0,1777.0,41.0,120.0,158.0,78.0,56.0,41.0,9.0,13.0,717.0,1,1.046
ALBERTA AVENUE,53.568485,-113.485119,Assault,August,2016,Q3,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,6,9.472
TERRA LOSA,53.533293,-113.622178,Assault,December,2016,Q4,51.0,51.0,20.0,16.0,38.0,38.0,104.0,604.0,79.0,582.0,32.0,608.0,158.0,265.0,198.0,62.0,23.0,22.0,7.0,2.0,565.0,1,1.566
DOWNTOWN,53.539767,-113.499421,Sexual Assaults,September,2016,Q3,105.0,52.0,17.0,18.0,883.0,80.0,369.0,3736.0,346.0,1066.0,118.0,5978.0,972.0,994.0,1093.0,425.0,199.0,198.0,68.0,81.0,4660.0,4,11.06
ALDERGROVE,53.516888,-113.641242,Assault,August,2016,Q3,290.0,348.0,126.0,108.0,168.0,113.0,271.0,1711.0,223.0,451.0,61.0,1110.0,119.0,266.0,284.0,135.0,72.0,49.0,22.0,12.0,952.0,2,1.998
LEE RIDGE,53.469593,-113.444355,Assault,September,2016,Q3,69.0,104.0,63.0,45.0,38.0,36.0,105.0,407.0,90.0,234.0,26.0,1495.0,95.0,110.0,94.0,29.0,11.0,19.0,2.0,2.0,623.0,2,1.518
WINTERBURN INDUSTRIAL AREA WEST,53.562804,-113.701391,Assault,July,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,1.182
DOVERCOURT,53.575727,-113.559534,Sexual Assaults,October,2016,Q4,86.0,125.0,39.0,31.0,22.0,36.0,118.0,782.0,94.0,254.0,26.0,502.0,61.0,160.0,159.0,87.0,45.0,48.0,15.0,6.0,285.0,1,1.03
CAERNARVON,53.6119,-113.526402,Assault,July,2016,Q3,151.0,231.0,111.0,67.0,60.0,100.0,164.0,935.0,138.0,440.0,38.0,1904.0,82.0,208.0,210.0,75.0,40.0,23.0,7.0,4.0,967.0,3,2.156
STRATHCONA INDUSTRIAL PARK,53.474056,-113.478776,Assault,May,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.126
TAMARACK,53.464811,-113.359165,Sexual Assaults,September,2016,Q3,352.0,380.0,125.0,90.0,87.0,134.0,154.0,1325.0,135.0,101.0,8.0,1686.0,103.0,242.0,293.0,129.0,64.0,69.0,28.0,12.0,498.0,1,1.362
WEBBER GREENS,53.53031,-113.676608,Robbery,February,2016,Q1,99.0,111.0,56.0,49.0,43.0,40.0,67.0,526.0,39.0,34.0,7.0,1200.0,11.0,26.0,71.0,41.0,44.0,42.0,11.0,6.0,432.0,1,1.096
BRANDER GARDENS,53.495209,-113.579425,Homicide,June,2016,Q2,107.0,206.0,67.0,53.0,100.0,53.0,135.0,643.0,110.0,289.0,21.0,690.0,115.0,129.0,132.0,49.0,46.0,42.0,16.0,27.0,495.0,1,1.138
LORELEI,53.624593,-113.504466,Assault,November,2016,Q4,282.0,309.0,123.0,91.0,123.0,164.0,169.0,1255.0,179.0,448.0,47.0,944.0,166.0,352.0,274.0,89.0,52.0,41.0,10.0,6.0,425.0,3,1.7
BANNERMAN,53.60395,-113.378624,Sexual Assaults,November,2016,Q4,181.0,265.0,108.0,101.0,55.0,66.0,242.0,1072.0,217.0,293.0,70.0,359.0,172.0,239.0,280.0,111.0,43.0,41.0,9.0,7.0,255.0,1,1.198
CALLINGWOOD SOUTH,53.500515,-113.623031,Robbery,August,2016,Q3,237.0,250.0,88.0,67.0,61.0,93.0,221.0,1200.0,241.0,447.0,61.0,2542.0,265.0,439.0,344.0,89.0,29.0,16.0,7.0,4.0,1646.0,1,1.76
ANTHONY HENDAY SOUTH EAST,53.440972,-113.360909,Assault,June,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.262
GIRARD INDUSTRIAL,53.51117,-113.437724,Assault,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.402
RIVER VALLEY HIGHLANDS,53.56007,-113.436175,Assault,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.442
MICHAELS PARK,53.479575,-113.446214,Assault,December,2016,Q4,64.0,100.0,30.0,35.0,52.0,34.0,101.0,499.0,100.0,227.0,19.0,959.0,38.0,77.0,95.0,35.0,23.0,18.0,7.0,3.0,512.0,2,1.656
BOYLE STREET,53.547631,-113.479263,Robbery,September,2016,Q3,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,1,4.034
TERRACE HEIGHTS,53.542081,-113.437801,Robbery,June,2016,Q2,60.0,67.0,28.0,23.0,44.0,21.0,69.0,503.0,77.0,245.0,37.0,1250.0,111.0,118.0,99.0,42.0,32.0,40.0,15.0,7.0,684.0,1,1.124
ALDERGROVE,53.516888,-113.641242,Sexual Assaults,September,2016,Q3,290.0,348.0,126.0,108.0,168.0,113.0,271.0,1711.0,223.0,451.0,61.0,1110.0,119.0,266.0,284.0,135.0,72.0,49.0,22.0,12.0,952.0,1,1.532
KEHEEWIN,53.450243,-113.504513,Assault,July,2016,Q3,44.0,81.0,24.0,37.0,56.0,38.0,92.0,500.0,46.0,441.0,18.0,1125.0,68.0,144.0,138.0,70.0,33.0,38.0,14.0,15.0,695.0,2,1.702
