Neighbourhood Name,Latitude,Longitude,Violation_Type,Reported_Month,Reported_Year,QRT,Preschool,Kindergarten,Gr7_Gr9,Gr10_Gr12,Post_Secondary,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,actual values,predicted
BEACON HEIGHTS,53.573539,-113.40604,Assault,April,2016,Q2,127.0,139.0,75.0,52.0,34.0,73.0,157.0,1021.0,248.0,421.0,70.0,470.0,142.0,152.0,190.0,62.0,33.0,24.0,6.0,3.0,591.0,4,3.312
UNIVERSITY OF ALBERTA,53.523577,-113.522847,Robbery,May,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.2
ERMINESKIN,53.457639,-113.505728,Assault,September,2016,Q3,206.0,222.0,102.0,89.0,177.0,131.0,254.0,1580.0,225.0,800.0,49.0,1406.0,367.0,531.0,322.0,94.0,60.0,45.0,28.0,11.0,986.0,1,2.054
AMBLESIDE,53.430642,-113.600677,Robbery,March,2016,Q1,367.0,280.0,74.0,43.0,119.0,129.0,203.0,1592.0,142.0,228.0,10.0,1250.0,67.0,196.0,284.0,168.0,124.0,164.0,71.0,66.0,1066.0,1,1.174
KEHEEWIN,53.450243,-113.504513,Robbery,June,2016,Q2,44.0,81.0,24.0,37.0,56.0,38.0,92.0,500.0,46.0,441.0,18.0,1125.0,68.0,144.0,138.0,70.0,33.0,38.0,14.0,15.0,695.0,2,1.304
STRATHCONA,53.52239,-113.490986,Robbery,February,2016,Q1,205.0,166.0,70.0,69.0,494.0,123.0,490.0,2787.0,290.0,627.0,58.0,3594.0,488.0,651.0,664.0,290.0,149.0,147.0,76.0,92.0,2748.0,4,3.136
KENSINGTON,53.595863,-113.528924,Assault,February,2016,Q1,85.0,122.0,47.0,42.0,35.0,74.0,106.0,660.0,112.0,772.0,32.0,1762.0,119.0,162.0,148.0,51.0,28.0,19.0,7.0,3.0,1102.0,4,1.66
HIGH PARK,53.554986,-113.584199,Assault,June,2016,Q2,17.0,18.0,22.0,17.0,14.0,21.0,38.0,223.0,41.0,155.0,14.0,758.0,42.0,61.0,50.0,34.0,13.0,7.0,3.0,3.0,450.0,2,2.206
GLENGARRY,53.595855,-113.479612,Assault,March,2016,Q1,98.0,105.0,62.0,38.0,53.0,76.0,106.0,676.0,118.0,546.0,52.0,1079.0,200.0,149.0,128.0,59.0,21.0,26.0,6.0,2.0,650.0,3,3.012
RIDEAU PARK,53.479032,-113.505933,Robbery,March,2016,Q1,45.0,68.0,29.0,36.0,51.0,19.0,95.0,474.0,94.0,423.0,235.0,412.0,152.0,173.0,128.0,39.0,28.0,23.0,15.0,4.0,524.0,1,1.628
WEST MEADOWLARK PARK,53.525605,-113.609059,Robbery,December,2016,Q4,102.0,100.0,60.0,35.0,47.0,30.0,134.0,623.0,97.0,250.0,27.0,1769.0,60.0,116.0,99.0,44.0,25.0,13.0,3.0,0.0,1110.0,1,1.674
SUDER GREENS,53.524586,-113.677276,Robbery,August,2016,Q3,199.0,282.0,93.0,78.0,87.0,65.0,173.0,1179.0,107.0,207.0,17.0,793.0,31.0,137.0,201.0,122.0,80.0,82.0,38.0,27.0,449.0,1,1.074
KILDARE,53.603293,-113.45515,Assault,November,2016,Q4,89.0,115.0,71.0,44.0,49.0,52.0,98.0,602.0,118.0,506.0,28.0,930.0,138.0,248.0,161.0,40.0,21.0,15.0,3.0,3.0,537.0,1,2.404
KENSINGTON,53.595863,-113.528924,Assault,March,2016,Q1,85.0,122.0,47.0,42.0,35.0,74.0,106.0,660.0,112.0,772.0,32.0,1762.0,119.0,162.0,148.0,51.0,28.0,19.0,7.0,3.0,1102.0,2,1.634
AMBLESIDE,53.430642,-113.600677,Assault,November,2016,Q4,367.0,280.0,74.0,43.0,119.0,129.0,203.0,1592.0,142.0,228.0,10.0,1250.0,67.0,196.0,284.0,168.0,124.0,164.0,71.0,66.0,1066.0,2,1.194
PRINCE RUPERT,53.564595,-113.524118,Assault,December,2016,Q4,17.0,9.0,5.0,7.0,36.0,9.0,57.0,480.0,82.0,147.0,10.0,433.0,31.0,27.0,37.0,11.0,9.0,10.0,2.0,3.0,517.0,3,1.872
KIRKNESS,53.611416,-113.388399,Assault,November,2016,Q4,216.0,281.0,98.0,115.0,102.0,104.0,217.0,1378.0,218.0,277.0,66.0,915.0,94.0,179.0,186.0,78.0,46.0,44.0,15.0,4.0,835.0,1,1.836
EMPIRE PARK,53.484366,-113.505859,Assault,April,2016,Q2,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,1,3.524
FOREST HEIGHTS,53.544537,-113.45125,Assault,May,2016,Q2,115.0,174.0,76.0,54.0,80.0,57.0,166.0,1227.0,126.0,587.0,51.0,1388.0,199.0,240.0,262.0,102.0,61.0,89.0,37.0,52.0,855.0,2,1.582
NEWTON,53.576424,-113.424532,Assault,November,2016,Q4,103.0,122.0,58.0,49.0,52.0,77.0,138.0,814.0,131.0,381.0,48.0,843.0,137.0,191.0,162.0,59.0,41.0,23.0,4.0,5.0,528.0,4,1.86
